address,date_of_reg,ipc_period,ipc_status,name,primary_sector,status,uen,website
409 Serangoon Central #01-303 Singapore 550409,21/03/2002,From 01/07/2017 To 31/12/2018,Live,Singapore Women's Association (Persatuan Wanita Singapura),Social and Welfare,Registered,S54SS0010L,http://www.ncss.gov.sg
50 SERANGOON AVENUE 2 #04-01 Singapore 556129,01/03/2011,From 08/06/2016 To 07/06/2019,Live,SINGAPORE WUSHU DRAGON & LION DANCE FEDERATION,Sports,Registered,S68SS0017F,http://www.wuzong.com
51 Bishan Street 13 #01-01 Singapore 579799,19/01/2011,From 07/03/2017 To 06/03/2019,Live,Singapore Xiangqi General Association (SIXGA),Sports,Registered,S61SS0078H,http://www.xiangqi.sg
515 WEST CAMP ROAD Singapore 797695,25/09/1985,Not applicable,Not applicable,Singapore Youth Flying Club,Others,Registered,S71SS0050L,http://www.syfc.sg
10 Lorong 27A Geylang #03-01 Emmanuel House Singapore 388107,03/08/1988,Not applicable,Not applicable,Singapore Youth for Christ,Religious,Registered,S60SS0017K,http://www.syfc.org.sg/
6 SHENTON WAY #41-01 OUE DOWNTOWN Singapore 068809,04/02/2005,Not applicable,Not applicable,SINGAPORE-CHINA PREMIER SCHOLARSHIP FUND,Education,Registered,T05CC1856B,www.singaporechinafoundation.org
80 RAFFLES PLACE #25-01 UOB PLAZA Singapore 048624,15/11/2005,Not applicable,Not applicable,SINGAPORE-INDIA PARTNERSHIP FOUNDATION,Others,Registered,200513106D,Not applicable
31 THIRD HOSPITAL AVENUE #03-03 Singapore 168753,27/03/2017,From 27/03/2017 To 26/03/2018,Live,SINGHEALTH FUND,Health,Registered,201624016E,Not applicable
37 NOVENA TERRACE Singapore 307921,09/02/2007,From 01/05/2016 To 30/04/2018,Live,SING'THEATRE LTD.,Arts and Heritage,Registered,200615018Z,http://www.singtheatre.com
141 CECIL STREET #05-00 TUNG ANN ASSOCIATION BUILDING Singapore 069541,12/09/2012,Not applicable,Not applicable,SINGYOUTH HUB,Social and Welfare,Registered,T11SS0032A,www.facebook.com/singyouthhub
99 Fidelio Street Singapore 458470,02/05/2003,Not applicable,Not applicable,Sion Christian After-Care Services Centre,Social and Welfare,Registered,T01SS0147G,Not applicable
42 & 47 Koon Seng Road Singapore 426980,07/05/1987,Not applicable,Not applicable,Sion Christian Church,Religious,Registered,S84SS0048C,Not applicable
2 & 4 Bukit Pasoh Road Singapore 089816,26/09/2001,Not applicable,Not applicable,Siong Leng Musical Association,Arts and Heritage,Registered,S41SS0003J,http://www.slmusic.org.sg
21 COLLYER QUAY #10-02 HSBC BUILDING Singapore 049320,25/03/1989,Not applicable,Not applicable,SIR MANASSEH MEYER CHARITABLE TRUST,Religious,Registered,S89CC0636D,Not applicable
490 THOMSON ROAD Singapore 298191,20/10/2006,From 30/09/2016 To 29/09/2019,Live,SJI INTERNATIONAL BUILDING AND DEVELOPMENT FUND,Education,Registered,T06CC1996G,http://www.sji-international.com.sg
490 THOMSON ROAD Singapore 298191,20/10/2006,From 30/09/2016 To 29/09/2019,Live,SJI INTERNATIONAL SCHOLARSHIPS AND BURSARIES FUND,Education,Registered,T06CC1997C,http://www.sji-international.com.sg
1 MARINA BOULEVARD #16-01 ONE MARINA BOULEVARD Singapore 018989,07/04/2015,From 10/04/2017 To 09/04/2019,Live,SkillsFuture Jubilee Fund,Others,Registered,T15CC0002L,http://www.ssg.gov.sg/
2 COLLEGE ROAD #02-00 Singapore 169850,17/04/2013,From 27/12/2016 To 26/12/2018,Live,SMA CHARITY FUND,Health,Registered,201305017E,http://www.sma.org.sg/smacf
3 Yishun Street 11 Singapore 768645,12/05/1988,Not applicable,Not applicable,Smyrna Assembly,Religious,Registered,S87SS0049C,http://www.smyrnaassembly.org.sg
11 THIRD HOSPITAL AVENUE Singapore 168751,08/06/2002,From 01/09/2016 To 31/08/2018,Live,SNEC HEALTH ENDOWMENT FUND,Health,Registered,T02CC1573C,http://www.snec.com.sg
11 THIRD HOSPITAL AVENUE Singapore 168751,08/06/2002,From 01/04/2017 To 31/03/2019,Live,SNEC HEALTH RESEARCH ENDOWMENT FUND,Health,Registered,T02CC1574K,http://www.snec.com.sg
12 YISHUN AVENUE 5 SREE NARAYANA MISSION HOME FOR THE AGED SICK Singapore 768992,06/08/1987,Not applicable,Not applicable,SNM WELFARE SERVICES,Social and Welfare,Registered,S87CC0475C,http://www.sreenarayanamission.org
1000 Toa Payoh North News Centre Singapore 318994,30/06/1987,Not applicable,Not applicable,SNPL CHARITY FUND,Social and Welfare,Registered,S87CC0464B,Not applicable
71 UBI CRESCENT #08-02 EXCALIBUR CENTRE Singapore 408571,05/12/2008,From 01/05/2016 To 30/04/2018,Live,SOCIAL CREATIVES LTD.,Arts and Heritage,Registered,200813216C,http://www.socialcreatives.com
200 JALAN SULTAN #03-17 TEXTILE CENTRE Singapore 199018,14/03/2017,Not applicable,Not applicable,SOCIAL HEALTH GROWTH LTD.,Social and Welfare,Registered,201203801G,www.socialhealthgrowth.org
545 Orchard Road #05-12 Far East Shopping Centre Singapore 238882,27/06/1991,Not applicable,Not applicable,Society Against Family Violence,Social and Welfare,Registered,S91SS0038H,http://www.ncss.gov.sg
28 SIN MING LANE #05-143 MIDVIEW CITY Singapore 573972,16/01/1992,Not applicable,Not applicable,SOCIETY FOR CONTINENCE (SINGAPORE),Health,Registered,S91SS0100E,http://www.sfcs.org.sg
71 LORONG 16 GEYLANG CHONG DE CULTURAL BUILDING Singapore 398891,09/03/2004,Not applicable,Not applicable,Society for Eastern Culture Studies,Arts and Heritage,Registered,T02SS0042H,Not applicable
28 SIN MING LANE #05-143 MIDVIEW CITY Singapore 573972,11/10/2002,Not applicable,Not applicable,SOCIETY FOR MEN'S HEALTH (SINGAPORE),Health,Registered,S99SS0083E,http://www.menshealth.org.sg
130 Hougang Avenue 1 Singapore 538900,06/02/1984,From 01/09/2015 To 31/08/2018,Live,Society for The Aged Sick,Health,Registered,S68SS0022J,http://www.societyagedsick.org.sg
50 SUNGEI TENGAH ROAD Singapore 699012,25/04/1984,From 01/01/2018 To 31/12/2020,Live,"SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS, SINGAPORE",Others,Registered,S61SS0060B,http://www.spca.org.sg
1008 Toa Payoh North #03-08 Singapore 318996,03/07/2004,Not applicable,Not applicable,Society for the Promotion of Attention Deficit Hyperactivity Disorder Research and Knowledge,Social and Welfare,Registered,T00SS0172D,http://www.spark.org.sg
9 BISHAN PLACE #05-01 JUNCTION 8 OFFICE TOWER Singapore 579837,01/03/2008,From 01/05/2017 To 30/04/2021,Live,SOCIETY FOR WINGS,Social and Welfare,Registered,T07SS0263K,http://www.wings.sg
5 Simei Street 3 #03-08 Eastpoint Green Singapore 529892,30/03/2005,Not applicable,Not applicable,Society of Charis Singers,Arts and Heritage,Registered,T03SS0066G,Not applicable
8 VICTORIA PARK ROAD KINGSMEAD HALL Singapore 266492,18/05/2012,Not applicable,Not applicable,SOCIETY OF JESUS (SINGAPORE) LIMITED,Religious,Registered,201133829K,http://www.mas-jesuits.org
349B Geylang Road Singapore 389370,11/11/2003,Not applicable,Not applicable,Society of Love and Compassion,Religious,Registered,S99SS0004E,Not applicable
15 Arumugam Road Singapore 409960,05/11/1999,From 01/07/2017 To 31/12/2019,Live,Society of Sheng Hong Welfare Services,Social and Welfare,Registered,T00SS0066C,www.shenghong.org.sg
7A LORONG 8 TOA PAYOH #04-01 AGAPE VILLAGE Singapore 319264,05/03/1986,Not applicable,Not applicable,Society of St. Vincent De Paul (National Council of Singapore),Social and Welfare,Registered,S61SS0149B,Not applicable
489 Serangoon North Avenue 1 Singapore 555891,20/11/1990,Not applicable,Not applicable,"Society of Teng San Tian Hock Temple, The",Religious,Registered,S87SS0006F,Not applicable
10E BRADDELL HILL #20-19 BRADDELL VIEW Singapore 579724,14/03/2009,Not applicable,Not applicable,Society of the Infant Jesus (Singapore),Religious,Registered,T08SS0029L,www.InfantJesusSG.org
17T LIMAU GARDEN Singapore 466318,01/07/2009,Not applicable,Not applicable,SOLUTIONS TO END POVERTY (STEP) LTD.,Others,Registered,200903562K,http://www.step-asia.org
4 BATTERY ROAD #25-01 BANK OF CHINA BUILDING Singapore 049908,15/06/2017,Not applicable,Not applicable,SONJA HOPE FOUNDATION LTD.,Others,Registered,201601389E,Not applicable
70 BARKER ROAD #4-2 Singapore 309936,06/11/1985,Not applicable,Not applicable,SOON HONG KEE SCHOLARSHIP TRUST FUND,Education,Registered,S85CC0257D,Not applicable
5A Choa Chu Kang St 51 Singapore 689339,21/03/2003,Not applicable,Not applicable,Soon Leng Keng,Religious,Registered,S97SS0176B,Not applicable
9 Choa Chu Kang Street 51 Singapore 689341,16/11/1994,Not applicable,Not applicable,Soon Leng Temple,Religious,Registered,S94SS0123G,Not applicable
42 Senang Crescent Singapore 416610,20/11/1991,Not applicable,Not applicable,Soon San Teng Temple,Religious,Registered,S77SS0022G,Not applicable
19 YISHUN AVE 9 Singapore 768891,11/11/1992,Not applicable,Not applicable,SOON SAY KENG TEMPLE,Religious,Registered,S87SS0008J,Not applicable
19 LORONG 29 GEYLANG Singapore 388070,02/04/1987,Not applicable,Not applicable,SOON THIAN KEING (TUA KONSI) LTD,Religious,Registered,198200494C,Not applicable
1 AYER RAJAH AVENUE Singapore 138676,06/01/2014,Not applicable,Not applicable,SORBONNE-ASSAS INTERNATIONAL LAW SCHOOL - ASIA LIMITED,Education,Registered,201117141R,http://www.sorbonne-assas-ils.org
22 PASIR RIS FARMWAY 2 #C-13/14 Singapore 519325,23/04/2013,From 25/04/2017 To 24/04/2019,Live,SOSD,Others,Registered,T12SS0058C,http://www.sosd.org.sg/
500 UPPER BUKIT TIMAH ROAD LEE KUO CHUAN OLD PEOPLES HOME Singapore 678106,13/09/2000,Not applicable,Not applicable,SOURCE OF LIGHT SOCIETY (SINGAPORE),Religious,Registered,T00SS0009E,Not applicable
5 DELTA AVENUE #01-09 DELTA AVENUE ESTATE Singapore 160005,20/06/2013,From 01/07/2015 To 30/06/2018,Live,SOUTH CENTRAL COMMUNITY FAMILY SERVICE CENTRE LIMITED,Social and Welfare,Registered,201301276N,www.sccfsc.sg
77 ROBINSON ROAD #16-00 ROBINSON 77 Singapore 068896,25/09/2004,Not applicable,Not applicable,SPACES COUNSELING AND COMMUNITY LIMITED,Social and Welfare,Registered,200402955N,http://www.ourspaces.com/
2 PENG NGUAN STREET	SPD ABILITY CENTRE Singapore 168955,28/06/1984,From 01/01/2018 To 31/12/2021,Live,SPD,Social and Welfare,Registered,S64SS0052D,http://www.spd.org.sg
298 TIONG BAHRU ROAD #10-01 CENTRAL PLAZA Singapore 168730,01/08/2008,From 01/08/2016 To 31/07/2019,Live,SPECIAL NEEDS TRUST COMPANY LIMITED,Social and Welfare,Registered,200812120W,http://www.sntc.org.sg
354 TANGLIN ROAD #01-11/12 TANGLIN INTERNATIONAL CENTRE Singapore 247672,26/11/2009,Not applicable,Not applicable,"SPECIAL OLYMPICS ASIA PACIFIC, LTD.",Sports,Registered,200906631E,Not applicable
2 St. George's Road #01-65 Singapore 322002,22/02/1994,From 01/08/2015 To 31/07/2018,Live,"Special Olympics, Singapore",Sports,Registered,S91SS0003B,http://www.specialolympics.org.sg
1 WOODLANDS DRIVE 64 SPECTRA SECONDARY SCHOOL Singapore 737758,07/01/2013,From 03/06/2015 To 02/06/2018,Live,SPECTRA SECONDARY SCHOOL,Education,Registered,201300697M,Not applicable
1003 BUKIT MERAH CENTRAL #02-10 Singapore 159836,27/05/2003,From 01/01/2017 To 31/12/2018,Live,SPIRIT OF ENTERPRISE,Others,Registered,200301515E,http://www.soe.org.sg
109 SEMBAWANG ROAD Singapore 779105,14/07/1989,Not applicable,Not applicable,SPIRITUAL GRACE PRESBYTERIAN CHURCH,Religious,Registered,T12SS0133D,http://www.spiritualgrace.org.sg/
140 Hill Street #01-01A Singapore 179369,09/12/2011,Not applicable,Not applicable,Sporting Singapore Fund,Sports,Registered,T08CC3023B,Not applicable
297 LORONG 6 TOA PAYOH - 17 TOA PAYOH ATHLETIC CENTRE Singapore 319389,12/01/2011,From 18/02/2015 To 17/02/2018,Live,Sports Boules Singapore,Sports,Registered,S90SS0085G,http://www.sportsboules.org.sg
17 JALAN RAJAWALI #03-03 PATENT PLACE Singapore 598434,01/09/2014,Not applicable,Not applicable,SPOT ART LIMITED,Arts and Heritage,Registered,201404060Z,www.spotart.sg
132 Owen Road Singapore 218935,03/05/1991,Not applicable,Not applicable,Sree Gnianananda Seva Samajam,Religious,Registered,S80SS0020E,Not applicable
67 MACPHERSON ROAD Singapore 348472,08/07/2003,Not applicable,Not applicable,Sree Jadaah Muneeswarar Temple,Religious,Registered,S98SS0097L,Not applicable
251 YISHUN AVENUE 3 Singapore 769061,18/12/1985,Not applicable,Not applicable,SREE MAHA MARIAMMAN TEMPLE,Religious,Registered,S65SS0041H,www.sreemahamariamman.org
12 Yishun Avenue 5 Singapore 768992,06/08/1987,From 01/03/2016 To 28/02/2018,Live,Sree Narayana Mission (Singapore),Social and Welfare,Registered,S48SS0016D,http://www.sreenarayanamission.org
51 Changi Village Road Singapore 509908,06/03/1998,Not applicable,Not applicable,Sree Ramar Temple,Religious,Registered,S93SS0050E,Not applicable
25 SUNGEI KADUT AVENUE Singapore 729679,11/11/1986,Not applicable,Not applicable,Sri Arasakesari Sivan Temple,Religious,Registered,S50SS0007B,Not applicable
17 Wilkinson Road Singapore 436673,17/02/1987,Not applicable,Not applicable,Sri Guru Nanak Sat Sang Sabha,Religious,Registered,S61SS0132C,Not applicable
90/92 Wilkie Road Singapore 228086,04/01/1990,Not applicable,Not applicable,"Sri Guru Singh Sabha, Singapore",Religious,Registered,S18SS0004J,Not applicable
9 Norris Road Singapore 208252,11/06/1997,Not applicable,Not applicable,Sri Krishna Mandir,Religious,Registered,S97SS0028L,http://www.krsnamandir.org.sg
9 LORONG 29 GEYLANG #03-02 Singapore 388065,13/11/2002,Not applicable,Not applicable,Sri Krishna Mandir Welfare Society,Social and Welfare,Registered,T02SS0007A,www.skmwelfare.org
152 WATERLOO STREET Sri Krishnan Temple Singapore 187961,05/09/1991,Not applicable,Not applicable,SRI KRISHNAN TEMPLE,Religious,Registered,S91CC0832J,Not applicable
226 KALLANG ROAD SRI MANMATHA KARUNESHVARAR TEMPLE Singapore 339096,13/04/1991,Not applicable,Not applicable,SRI MANMATHA KARUNESHVARAR TEMPLE,Religious,Registered,S91CC0802E,Not applicable
100 Depot Road Telok Blangah New Town Singapore 109670,05/02/1993,Not applicable,Not applicable,Sri Ruthra Kaliamman Temple,Religious,Registered,S79SS0010J,http://www.ruthrakali.org.sg
50 BUKIT BATOK STREET 23 #02-23 MIDVIEW BUILDING Singapore 659578,23/09/1995,Not applicable,Not applicable,Sri Sathya Sai Baba Centre of Singapore,Religious,Registered,S82SS0007K,Not applicable
11A JALAN SENI CAPITOL PARK Singapore 299012,30/08/2002,Not applicable,Not applicable,Sri Sathya Sai Baba Service Centre,Religious,Registered,S84SS0023B,Not applicable
5 PILLAI ROAD Singapore 535884,12/10/1999,Not applicable,Not applicable,Sri Sathya Sai Prema Nilayam,Religious,Registered,S95SS0153E,Not applicable
133 Moulmein Road Singapore 308083,02/01/1990,Not applicable,Not applicable,"Sri Sathya Sai Society, Singapore",Religious,Registered,S75SS0055L,Not applicable
19 CEYLON ROAD Singapore 429613,24/09/2002,Not applicable,Not applicable,SRI SENPAGA VINAYAGAR TEMPLE,Religious,Registered,T02CC1612A,http://www.senpaga.org.sg/
8 Potong Pasir Avenue 2 Singapore 358362,30/03/2000,Not applicable,Not applicable,Sri Siva Durga Temple,Religious,Registered,S65SS0034B,http://www.sivadurga.com
31 MARSILING RISE Singapore 739127,16/12/1998,Not applicable,Not applicable,Sri Siva Krishna Temple,Religious,Registered,S70SS0003B,Not applicable
555 SERANGOON ROAD Singapore 218174,20/02/1995,Not applicable,Not applicable,SRI VADAPATHIRA KALIAMMAN TEMPLE,Religious,Registered,S95CC1074E,Not applicable
141 serangoon road Singapore 218042,29/07/1988,Not applicable,Not applicable,SRI VEERAMAKALIAMMAN TEMPLE,Religious,Registered,S88CC0586L,http://www.sriveeramakaliamman.com/
1 Champions Way Singapore 737913,24/07/2012,From 25/07/2017 To 24/07/2020,Live,SSP Financial Assistance Fund,Sports,Registered,T12CC0006B,http://www.sportsschool.edu.sg
1 FRANCIS THOMAS DRIVE #01-01 DIOCESAN CENTRE BUILDING Singapore 359340,16/02/1984,Not applicable,Not applicable,ST ANDREW'S CATHEDRAL CENTENARY TRUST,Religious,Registered,S84CC0031J,www.anglican.org.sg
341 CLEMENTI AVE 5 #1-148 Singapore 120341,13/03/1985,From 01/12/2016 To 31/08/2018,Live,ST ANDREW'S CATHEDRAL HOME FOR THE AGED,Social and Welfare,Registered,S85CC0155K,http://www.livingstreams.org.sg/sac/homeaged/
143 VICTORIA STREET Singapore 188020,01/11/1990,Not applicable,Not applicable,ST ANTHONY'S BREAD FUND,Social and Welfare,Registered,S90CC0759F,Not applicable
70 BARKER ROAD Singapore 309936,17/05/2016,Not applicable,Not applicable,ST FRANCIS METHODIST SCHOOL LTD.,Education,Registered,201021676W,www.sfms.edu.sg
1 COLEMAN STREET #05-06A THE ADELPHI Singapore 179803,23/10/2001,From 10/08/2016 To 09/08/2019,Live,ST GABRIEL'S FOUNDATION,Education,Registered,200105928G,Not applicable
6 BATTERY ROAD #41-00 Singapore 049909,09/02/2015,From 09/02/2017 To 08/02/2020,Live,"ST JOHN'S, CAMBRIDGE (SINGAPORE)",Education,Registered,201432348G,Not applicable
50 KALLANG PUDDING ROAD #07-02 GOLDEN WHEEL INDUSTRIAL BUILDING Singapore 349326,05/01/2001,From 01/02/2018 To 31/01/2020,Live,ST LUKE'S ELDERCARE LTD.,Health,Registered,199904873Z,www.stluke.org.sg
2 BUKIT BATOK STREET 11 Singapore 659674,02/08/1994,From 23/09/2017 To 22/09/2019,Live,ST LUKE'S HOSPITAL,Health,Registered,199205095C,http://www.stluke.org.sg
2 Bukit Batok Street 11 Singapore 659674,08/04/1997,Not applicable,Not applicable,St Luke's Society for the Elderly,Social and Welfare,Registered,S91SS0088L,Not applicable
10 JALAN BATU #01-06 Singapore 431010,26/02/2002,From 01/09/2016 To 31/05/2019,Live,St. Hilda's Community Services Centre,Social and Welfare,Registered,T01SS0118K,http://www.sthildascsc.org.sg
420 Beach Road Singapore 199582,16/03/1993,From 01/07/2015 To 30/06/2018,Live,St. John Singapore,Education,Registered,S70SS0009L,http://www.sjas.org.sg
69 Wan Tho Avenue Sennett Estate Singapore 347601,12/03/1988,From 01/10/2014 To 31/03/2018,Live,St. John's Home for Elderly Persons,Social and Welfare,Registered,S61SS0176G,http://www.stjohneldershome.org.sg
490 THOMSON ROAD Singapore 298191,01/12/2010,Not applicable,Not applicable,ST. JOSEPH'S INSTITUTION INTERNATIONAL ELEMENTARY SCHOOL LTD.,Education,Registered,201009321K,http://www.sji-international.com.sg/
21 BISHAN STREET 14 ST. JOSEPH'S INSTITUTION Singapore 579781,23/03/2011,Not applicable,Not applicable,ST. JOSEPH'S INSTITUTION FOUNDATION FOR THE LASALLIAN MISSION LTD.,Education,Registered,201024306N,Not applicable
490 THOMSON ROAD Singapore 298191,20/10/2006,Not applicable,Not applicable,ST. JOSEPH'S INSTITUTION INTERNATIONAL LTD.,Education,Registered,200607833C,http://www.sji-international.com.sg
650 Yio Chu Kang Road Singapore 787075,22/09/1987,Not applicable,Not applicable,"St. Thomas Orthodox Syrian Cathedral, Singapore",Religious,Registered,S79SS0001L,http://www.stosc.com
9 RAFFLES PLACE #51-01 REPUBLIC PLAZA Singapore 048619,29/07/2004,From 01/08/2017 To 31/07/2019,Live,STRATEGIC STUDIES FUND,Others,Registered,T04CC1798G,http://www.iiss.org/about-us/offices/iiss-asia-singapore/strategic-studies-fund/
1 MARINA BOULEVARD #28-00 ONE MARINA BOULEVARD Singapore 018989,11/03/2015,From 15/06/2017 To 14/06/2019,Live,STROKE SUPPORT STATION LTD.,Health,Registered,201503222G,www.s3.org.sg
365 CLEMENTI AVENUE 2 #01-503 CLEMENTI SPRING Singapore 120365,08/08/2002,From 01/07/2017 To 30/06/2019,Live,STUDENT ADVISORY CENTRE,Social and Welfare,Registered,200201465K,http://www.wishingwell.org.sg/
56 LORONG 23 GEYLANG #03-00 CENTURY-TECHNOLOGY BUILDING Singapore 388381,22/05/1993,Not applicable,Not applicable,Student Christian Movement of Singapore,Religious,Registered,S62SS0071H,Not applicable
113 Somerset Road #01-02 InQBuzz National Youth Centre Singapore 238165,15/03/2005,Not applicable,Not applicable,Student Volunteer Corps (Singapore) (SVC),Social and Welfare,Registered,T02SS0183D,Not applicable
8 Lorong 27A Geylang #04-04 Guilin Building Singapore 388106,27/12/1986,Not applicable,Not applicable,Sukyo Mahikari Singapore,Religious,Registered,S82SS0064H,Not applicable
12 TAI GIN ROAD SUN YAT SEN NANYANG MEM HALL Singapore 327874,26/08/1997,Not applicable,Not applicable,SUN YAT SEN NANYANG MEMORIAL HALL COMPANY LIMITED,Arts and Heritage,Registered,199704070D,http://www.wanqingyuan.org.sg
213 CHOA CHU KANG CENTRAL #01-110 Singapore 680213,25/06/1993,From 01/04/2016 To 31/03/2019,Live,SUN-DAC,Social and Welfare,Registered,S93SS0060K,www.sundac.org
