balance_assets_accounts_receivables,balance_assets_cash_deposits,balance_assets_inventories,balance_assets_investments,balance_assets_land_building,balance_assets_other_assets,balance_assets_other_tangible,balance_assets_total,balance_funds_endowment,balance_funds_liabilities_total,balance_funds_restricted,balance_funds_total,balance_funds_unrestricted,balance_liabilities_current,balance_liabilities_non_current,balance_liabilities_total,capital_in_nature,category_id,expenses_charitable_local,expenses_charitable_overseas,expenses_charitable_total,expenses_fund_raising,expenses_others_total,expenses_total,financial_period,financial_status,index,name,other_info_donation_other_charities,other_info_fund_raising_efficiency_ratio,other_info_no_of_employees,other_info_total_employee_costs,other_info_total_related_party_transactions,primary_sector,receipts_donation_cash_non_tax_deductible,receipts_donation_cash_tax_deductible,receipts_donation_cash_total,receipts_donation_kind_non_tax_deductible,receipts_donation_kind_tax_deductible,receipts_donation_kind_total,receipts_government_grants,receipts_investment_income,receipts_others_income,receipts_programme_fees,receipts_total,sub_setor,uen
"66,233","391,014","1,768",0,0,0,"27,795","486,810",0,"486,810",0,"301,820","301,820","184,990",0,"184,990",0,49,0,"507,669","507,669",0,"1,436,470","1,944,139",Apr 2015 - Mar 2016,Late,fy2,SINGAPORE CHESS FEDERATION (PERSEKUTUAN CHATUR SINGAPURA),0,0,7,"396,705",0,Sports,0,"48,041","48,041",0,0,0,"138,521",0,"60,448","1,856,620","2,103,630",NSAs,S61SS0094A
"15,093","364,743","1,768",0,0,0,"28,782","410,386",0,"410,386",0,"142,329","142,329","268,057",0,"268,057",0,49,0,"180,081","180,081","6,638","887,507","1,074,226",Apr 2014 - Mar 2015,Late,fy3,SINGAPORE CHESS FEDERATION (PERSEKUTUAN CHATUR SINGAPURA),"1,752",0.22,8,"387,524","17,000",Sports,"1,000","78,000","79,000",0,0,0,"78,875",0,"34,272","902,179","1,094,326",NSAs,S61SS0094A
"4,065","499,494","5,963",0,0,0,"14,927","524,449",0,"524,449",0,"509,234","509,234","15,215",0,"15,215",0,49,"121,720","28,208","149,928",0,"40,166","190,094",Apr 2016 - Mar 2017,Received,fy1,"SINGAPORE CONTRACT BRIDGE ASSOCIATION, THE",0,0,1,"33,443","3,536",Sports,"8,000","66,360","74,360",0,0,0,"17,700","7,667","89,563","18,887","208,177",NSAs,S62SS0079J
"4,913","482,373",0,0,0,"11,750","4,662","503,698",0,"503,698",0,"491,151","491,151","12,547",0,"12,547",0,49,"58,440",0,"58,440",0,"37,287","95,727",Apr 2015 - Mar 2016,Received,fy2,"SINGAPORE CONTRACT BRIDGE ASSOCIATION, THE",850,0,1,"26,293","3,370",Sports,0,"5,800","5,800",0,0,0,"3,900","5,301","10,322","60,625","85,948",NSAs,S62SS0079J
"15,259","499,666",0,0,0,0,"6,769","521,694",0,"521,694",0,"500,930","500,930","20,764",0,"20,764",0,49,"93,116",0,"93,116",0,"33,101","126,217",Apr 2014 - Mar 2015,Received,fy3,"SINGAPORE CONTRACT BRIDGE ASSOCIATION, THE","1,027",0,1,"26,970","6,775",Sports,0,"37,800","37,800",0,0,0,"40,300","4,651","7,363","51,889","142,003",NSAs,S62SS0079J
"35,395","179,208",0,0,0,"22,448","7,174","244,225",0,"244,225",0,"137,351","137,351","106,874",0,"106,874",0,49,"146,494","182,519","329,013",0,"450,753","779,766",Apr 2016 - Mar 2017,Late,fy1,SINGAPORE CYCLING FEDERATION,0,0,5,"305,510",0,Sports,0,"22,420","22,420",0,0,0,"549,393",0,"170,464","92,537","834,814",NSAs,S58SS0009A
"31,532","84,235",0,0,0,"23,754","11,478","150,999",0,"150,999",0,"82,302","82,302","68,697",0,"68,697",0,49,"363,595","182,883","546,478",0,"433,614","980,092",Apr 2015 - Mar 2016,Received,fy2,SINGAPORE CYCLING FEDERATION,0,0,5,"309,189",0,Sports,0,"100,000","100,000",0,0,0,"806,610",0,"125,932","29,234","1,061,776",NSAs,S58SS0009A
"12,761","122,969",0,0,0,0,326,"136,056",0,"136,056",0,618,618,"135,438",0,"135,438",0,49,"99,806","92,576","192,382",0,"280,571","472,953",Apr 2014 - Mar 2015,Late,fy3,SINGAPORE CYCLING FEDERATION,0,0,4,"206,876",0,Sports,0,"63,000","63,000",0,0,0,"383,955",0,"2,458","22,378","471,791",NSAs,S58SS0009A
"140,364","2,309,703",0,0,0,0,"243,277","2,693,344",0,"2,693,344","926,121","2,244,007","1,317,886","449,337",0,"449,337",0,49,0,"209,014","209,014","44,855","2,897,271","3,151,140",Apr 2016 - Mar 2017,Received,fy1,Singapore Disability Sports Council,0,0.26,16,"944,466",0,Sports,"499,410","401,150","900,560",0,0,0,"2,184,401","23,901","31,130",0,"3,139,992",NSAs,S73SS0035B
"140,303","2,024,102",0,0,0,"133,411","302,536","2,600,352",0,"2,600,352","1,013,314","2,342,348","1,329,034","258,004",0,"258,004",0,49,"4,020,502",0,"4,020,502","28,330",0,"4,048,832",Apr 2015 - Mar 2016,Late,fy2,Singapore Disability Sports Council,0,12,17,"1,045,166",0,Sports,"691,480","398,106","1,089,586",0,0,0,"3,174,470","11,322","86,946",0,"4,362,324",NSAs,S73SS0035B
"373,382","1,607,203",0,0,0,0,"116,669","2,097,254",0,"2,097,254",0,"1,015,542","1,015,542","1,081,712",0,"1,081,712",0,49,0,0,0,"38,911","2,829,751","2,868,662",Apr 2014 - Mar 2015,Late,fy3,Singapore Disability Sports Council,0,0,16,"918,656",0,Sports,"600,005","308,489","908,494",0,0,0,"2,292,653","3,136","2,772",0,"3,207,055",NSAs,S73SS0035B
"38,637","528,341",0,0,0,"28,819","192,238","788,035",0,"788,035",0,"515,411","515,411","215,940","56,684","272,624",0,49,"743,241","54,589","797,830",0,"1,190,405","1,988,235",Apr 2016 - Mar 2017,Received,fy1,Singapore Dragon Boat Association,0,0,7,"328,062","5,200",Sports,0,0,0,0,0,0,"591,513",0,"426,424","1,025,425","2,043,362",NSAs,S87SS0101F
"73,540","554,935",0,0,0,"27,669","240,171","896,315",0,"896,315",0,"460,284","460,284","378,167","57,864","436,031",0,49,"918,098","57,737","975,835",0,"1,001,244","1,977,079",Apr 2015 - Mar 2016,Received,fy2,Singapore Dragon Boat Association,0,0,6,"280,636",0,Sports,0,"89,807","89,807",0,0,0,"869,792",0,"417,622","878,100","2,255,321",NSAs,S87SS0101F
"77,400","569,232",0,0,0,"37,185","196,893","880,710",0,"880,710",0,"182,042","182,042","626,668","72,000","698,668",0,49,"581,100","39,901","621,001","27,477","956,711","1,605,189",Apr 2014 - Mar 2015,Received,fy3,Singapore Dragon Boat Association,0,16.81,5,"236,646",0,Sports,0,"73,657","73,657",0,0,0,"526,818",0,"427,095","556,582","1,584,152",NSAs,S87SS0101F
"121,028","3,404,108",0,"1,105,000",0,"17,982","29,868","4,677,986",0,"4,677,986",0,"4,586,227","4,586,227","91,759",0,"91,759",0,49,0,"189,209","189,209","30,951","1,345,229","1,565,389",Apr 2016 - Mar 2017,Late,fy1,Singapore Golf Association,0,16.16,6,"512,462","9,000",Sports,"38,311","153,691","192,002",0,0,0,"351,665","108,701","1,019,050","124,612","1,796,030",NSAs,S61SS0189L
"85,791","2,470,415",0,"1,969,301",0,"6,908","32,139","4,564,554",0,"4,564,554",0,"4,494,287","4,494,287","70,267",0,"70,267",0,49,0,0,0,0,"1,367,567","1,367,567",Apr 2015 - Mar 2016,Received,fy2,Singapore Golf Association,0,0,6,"482,279",0,Sports,0,0,0,0,0,0,"343,058","63,347","974,399","55,796","1,436,600",NSAs,S61SS0189L
"120,979","3,605,443",0,"781,600",0,0,"20,140","4,528,162",0,"4,528,162",0,"4,313,553","4,313,553","214,609",0,"214,609",0,49,0,0,0,0,"1,485,412","1,485,412",Apr 2014 - Mar 2015,Received,fy3,Singapore Golf Association,0,0,5,"502,987",0,Sports,0,0,0,0,0,0,"384,164","43,312","1,098,394","53,191","1,579,061",NSAs,S61SS0189L
"95,041","510,620","2,858",0,0,"9,018","130,690","748,227",0,"748,227","55,816","582,458","526,642","165,769",0,"165,769",0,49,"2,176,806","270,582","2,447,388",0,"142,656","2,590,044",Apr 2016 - Mar 2017,Received,fy1,SINGAPORE GYMNASTICS,0,0.22,20,"1,070,602","19,527",Sports,"40,311","171,669","211,980","16,830",0,"16,830","1,862,644",787,"21,205","627,236","2,740,682",NSAs,T03SS0136E
"57,214","484,576","4,294",0,0,"23,928","165,493","735,505",0,"735,505","54,989","431,820","376,831","303,685",0,"303,685","18,029",49,"2,055,322","270,843","2,326,165",0,"159,835","2,486,000",Apr 2015 - Mar 2016,Received,fy2,SINGAPORE GYMNASTICS,0,100,17,"1,119,798","36,647",Sports,0,868,868,0,0,0,"1,898,521",578,"57,502","462,591","2,420,060",NSAs,T03SS0136E
"61,271","793,576","6,382",0,0,"19,265","229,006","1,109,500",0,"1,109,500","54,257","497,760","443,503","611,740",0,"611,740",0,49,"2,070,278","187,517","2,257,795",0,"176,062","2,433,857",Apr 2014 - Mar 2015,Received,fy3,SINGAPORE GYMNASTICS,0,0,17,"1,114,959","87,210",Sports,0,50,50,0,0,0,"1,830,197","3,909","67,725","513,849","2,415,730",NSAs,T03SS0136E
"35,135","361,003",0,0,0,"1,468","46,599","444,205",0,"444,205","121,841","409,197","287,356","35,008",0,"35,008",0,49,"405,182","153,067","558,249",0,"1,137,198","1,695,447",Apr 2016 - Mar 2017,Received,fy1,Singapore Hockey Federation,0,0,9,"567,535",0,Sports,0,"32,600","32,600",0,0,0,"1,255,334",199,"123,899","152,862","1,564,894",NSAs,S92SS0120J
"60,869","452,320",0,0,0,"66,452","47,491","627,132",0,"627,132","146,431","539,750","393,319","87,382",0,"87,382",0,49,"299,962","156,922","456,884",0,"1,059,871","1,516,755",Apr 2015 - Mar 2016,Received,fy2,Singapore Hockey Federation,0,0,9,"578,973",0,Sports,"4,000","33,000","37,000",0,0,0,"1,164,904",120,"59,112","178,210","1,439,346",NSAs,S92SS0120J
"482,819","184,658",0,0,0,0,"53,709","721,186",0,"721,186","145,424","617,159","471,735","104,027",0,"104,027",0,49,"510,275","195,470","705,745",0,"844,895","1,550,640",Apr 2014 - Mar 2015,Late,fy3,Singapore Hockey Federation,0,0,9,"510,089",0,Sports,"30,491","83,819","114,310",0,0,0,"1,432,975",178,"67,816","228,689","1,843,968",NSAs,S92SS0120J
"172,087","111,531",0,0,0,0,0,"283,618",0,"283,618",0,"58,907","58,907","224,711",0,"224,711",0,49,"620,483",0,"620,483",0,"24,619","645,102",Apr 2015 - Mar 2016,Late,fy2,SINGAPORE ICE HOCKEY ASSOCIATION,0,0,0,0,0,Sports,"18,000",0,"18,000",0,0,0,"15,000",0,"55,110","558,975","647,085",NSAs,T02SS0138C
"86,717","40,500",0,0,0,0,0,"127,217",0,"127,217",0,"56,924","56,924","70,293",0,"70,293",0,49,"739,955","12,075","752,030",0,"30,192","782,222",Apr 2014 - Mar 2015,Late,fy3,SINGAPORE ICE HOCKEY ASSOCIATION,0,0,5,0,0,Sports,0,0,0,0,0,0,"12,000",0,"40,562","720,863","773,425",NSAs,T02SS0138C
"200,237","230,732",0,0,0,"6,773","13,541","451,283",0,"451,283","18,820","272,471","253,651","178,812",0,"178,812","979,454",49,"709,860","167,683","877,543",0,"141,345","1,018,888",Apr 2016 - Mar 2017,Received,fy1,Singapore Ice Skating Association,0,0,3,"125,129",0,Sports,"110,353","40,000","150,353",0,0,0,"299,327",0,"114,835","414,939","979,454",NSAs,S98SS0168E
"76,210","305,013",0,0,0,"23,989","25,170","430,382",0,"430,382","19,200","312,285","293,085","118,097",0,"118,097",0,49,"590,868","47,052","637,920",0,"57,038","694,958",Apr 2015 - Mar 2016,Received,fy2,Singapore Ice Skating Association,0,0,3,"104,386",0,Sports,"25,050","1,000","26,050",0,0,0,"196,183",0,"2,108","510,066","734,407",NSAs,S98SS0168E
"144,271","147,092",0,0,0,"43,263","36,780","371,406",0,"371,406","19,200","272,836","253,636","98,570",0,"98,570",0,49,"638,767","51,358","690,125",0,"55,541","745,666",Apr 2014 - Mar 2015,Received,fy3,Singapore Ice Skating Association,0,0,3,"141,295",0,Sports,"52,285","1,500","53,785",0,0,0,"153,106",0,"56,502","507,742","771,135",NSAs,S98SS0168E
"18,087","74,421",0,0,0,947,"9,696","103,151",0,"103,151",0,"60,093","60,093","43,058",0,"43,058",0,49,"233,782",0,"233,782",0,"172,498","406,280",Apr 2015 - Mar 2016,Late,fy2,SINGAPORE JUDO FEDERATION,0,0,1,"20,355","8,511",Sports,0,"24,000","24,000",0,0,0,"298,671",0,"69,262","47,048","438,981",NSAs,S65SS0037A
"30,017","37,268",0,0,0,"2,640","4,775","74,700",0,"74,700",0,"27,392","27,392","47,308",0,"47,308",0,49,0,0,0,0,"419,391","419,391",Apr 2014 - Mar 2015,Late,fy3,SINGAPORE JUDO FEDERATION,0,0,1,"78,750","4,590",Sports,0,"24,600","24,600",0,0,0,"274,517",0,"31,139","97,127","427,383",NSAs,S65SS0037A
"23,172","1,413,911","50,324",0,0,0,"24,274","1,511,681",0,"1,511,681",0,"1,419,010","1,419,010","92,671",0,"92,671",0,49,"224,321","3,423","227,744",0,"545,468","773,212",Jan 2016 - Dec 2016,Received,fy1,"Singapore Life Saving Society, The",0,0,10,"375,858",0,Sports,0,"17,150","17,150",0,0,0,"40,011","10,616","91,305","877,772","1,036,854",NSAs,S67SS0031B
"20,192","1,065,304","62,188",0,0,0,"37,656","1,185,340",0,"1,185,340",0,"1,155,368","1,155,368","29,972",0,"29,972",0,49,"177,721","9,646","187,367",0,"433,968","621,335",Jan 2015 - Dec 2015,Late,fy2,"Singapore Life Saving Society, The",0,0,8,"317,689",0,Sports,0,193,193,0,0,0,"32,183","6,829","71,384","743,149","853,738",NSAs,S67SS0031B
"25,398","807,481","66,301",0,0,0,"45,863","945,043",0,"945,043",0,"922,965","922,965","22,078",0,"22,078","708,771",49,"104,015","7,045","111,060",0,"385,935","496,995",Jan 2014 - Dec 2014,Late,fy3,"Singapore Life Saving Society, The",0,0,8,"290,874",0,Sports,0,"19,375","19,375",0,0,0,"22,842","2,026","39,694","624,834","708,771",NSAs,S67SS0031B
0,"8,151",0,0,0,372,0,"8,523",0,"8,523",0,"5,194","5,194",0,"3,329","3,329",0,49,0,608,608,0,"3,606","4,214",Apr 2015 - Mar 2016,Late,fy2,SINGAPORE MODERN PENTATHLON ASSOCIATION,0,0,0,0,0,Sports,0,-,0,0,-,0,0,0,807,0,807,NSAs,T09SS0030B
"309,539","140,738",0,0,0,0,"75,735","526,012",0,"526,012","145,890","192,014","46,124","333,998",0,"333,998",0,49,"30,067",0,"30,067",0,"493,351","523,418",Apr 2016 - Mar 2017,Received,fy1,SINGAPORE MOTOR SPORTS ASSOCIATION,0,0,2,"102,465",0,Sports,"15,000",0,"15,000",0,0,0,"197,682",448,"222,336","58,850","494,316",NSAs,S69SS0025B
"250,295","788,883",0,100,0,"25,287","95,036","1,159,601",0,"1,159,601",0,"611,249","611,249","548,352",0,"548,352",0,49,"2,436,881","317,312","2,754,193",0,0,"2,754,193",Apr 2016 - Mar 2017,Received,fy1,SINGAPORE RUGBY UNION,0,0,14,"867,041",0,Sports,"318,333","26,840","345,173","436,728",0,"436,728","1,140,114","8,588","86,292","596,597","2,613,492",NSAs,S66SS0003G
"130,081","817,197",0,100,0,"6,994","60,103","1,014,475",0,"1,014,475",0,"751,950","751,950","262,525",0,"262,525",0,49,"2,453,534",0,"2,453,534",0,0,"2,453,534",Apr 2015 - Mar 2016,Received,fy2,SINGAPORE RUGBY UNION,0,0,13,"821,238",0,Sports,"391,667","17,000","408,667","356,667",0,"356,667","1,352,462","7,998","91,247","336,886","2,553,927",NSAs,S66SS0003G
"192,630","769,854",0,0,0,780,"50,668","1,013,932",0,"1,013,932",0,"651,557","651,557","362,375",0,"362,375",0,49,"2,444,776",0,"2,444,776",0,0,"2,444,776",Apr 2014 - Mar 2015,Received,fy3,SINGAPORE RUGBY UNION,0,0,13,"862,171",0,Sports,"350,603",-,"350,603","307,115",-,"307,115","1,377,106","1,395","60,688","409,424","2,506,331",NSAs,S66SS0003G
"211,055","2,388,195",0,0,0,"145,796","2,211,521","4,956,567",0,"4,956,567","508,230","3,534,674","3,026,444","1,421,893",0,"1,421,893",0,49,"391,936","1,628,252","2,020,188",0,"4,722,484","6,742,672",Apr 2016 - Mar 2017,Received,fy1,Singapore Sailing Federation,0,0,38,"2,540,052",0,Sports,10,"35,950","35,960",0,0,0,"4,840,852","20,745","906,982","1,078,921","6,883,460",NSAs,S66SS0013A
"237,656","2,276,997",0,0,0,"202,396","2,728,973","5,446,022",0,"5,446,022","498,924","3,380,580","2,881,656","2,065,442",0,"2,065,442",0,49,"2,589,069",0,"2,589,069",0,"5,227,557","7,816,626",Apr 2015 - Mar 2016,Received,fy2,Singapore Sailing Federation,0,0,39,"2,086,814",0,Sports,0,"43,060","43,060",0,0,0,"5,890,304","18,370","985,976","994,260","7,931,970",NSAs,S66SS0013A
"945,462","3,142,058",0,0,0,"154,629","875,898","5,118,047",0,"5,118,047","492,522","3,228,834","2,736,312","1,889,213",0,"1,889,213",0,49,"2,104,000",0,"2,104,000",0,"3,617,625","5,721,625",Apr 2014 - Mar 2015,Received,fy3,Singapore Sailing Federation,0,0,32,"2,091,702",0,Sports,0,"19,876","19,876",0,0,0,"4,409,313","169,042","785,617","410,774","5,794,622",NSAs,S66SS0013A
"6,393","89,182",0,0,0,0,"237,361","332,936",0,"332,936",0,"19,432","19,432","313,504",0,"313,504",0,49,"442,462",0,"442,462",0,0,"442,462",Apr 2015 - Mar 2016,Late,fy2,SINGAPORE SEPAKTAKRAW FEDERATION (PERSES),0,0,2,"47,272",0,Sports,900,0,900,"196,091",0,"196,091","218,497",0,"49,712","9,052","474,252",NSAs,S60SS0012H
"2,443","96,656",0,0,0,0,"22,173","121,272",0,"121,272",0,"-12,358","-12,358","133,630",0,"133,630",0,49,"216,517",0,"216,517",0,0,"216,517",Apr 2014 - Mar 2015,Late,fy3,SINGAPORE SEPAKTAKRAW FEDERATION (PERSES),0,0,2,"45,788",0,Sports,0,"4,374","4,374",0,0,0,"75,674",0,"73,763","73,075","226,886",NSAs,S60SS0012H
"150,909","1,809,092",0,0,0,0,"689,325","2,649,326",0,"2,649,326","769,339","1,834,196","1,064,857","320,914","494,216","815,130",0,49,0,"439,188","439,188",0,"3,129,211","3,568,399",Apr 2016 - Mar 2017,Received,fy1,"Singapore Shooting Association, The",0,0,15,"1,290,005","201,800",Sports,0,20,20,0,0,0,"3,087,793","2,190","468,648",0,"3,558,651",NSAs,S65SS0039D
"177,961","1,821,139",0,0,0,0,"817,446","2,816,546",0,"2,816,546","519,648","1,845,984","1,326,336","368,968","601,594","970,562",0,49,0,0,0,0,"3,973,486","3,973,486",Apr 2015 - Mar 2016,Received,fy2,"Singapore Shooting Association, The",0,0,17,"1,479,874","281,154",Sports,0,0,0,0,0,0,"3,067,748","2,208","511,466",0,"3,581,422",NSAs,S65SS0039D
"200,674","2,302,401",0,0,0,0,"699,523","3,202,598",0,"3,202,598","981,085","2,221,648","1,240,563","281,539","699,411","980,950",0,49,0,0,0,0,"5,134,158","5,134,358",Apr 2014 - Mar 2015,Received,fy3,"Singapore Shooting Association, The",0,0,21,"1,414,891","398,527",Sports,0,"10,000","10,000",0,0,0,"5,163,469","4,887","855,871",0,"6,034,227",NSAs,S65SS0039D
"8,733","12,007",0,0,0,"162,239",0,"182,979",0,"182,979",0,"-55,841","-55,841","238,820",0,"238,820",0,49,"599,285","348,347","947,632",0,0,"947,632",Apr 2016 - Mar 2017,Late,fy1,Singapore Silat Federation (Persekutuan Silat Singapore) (PERSISI),0,1,17,"833,695",0,Sports,"10,542","2,500","13,042",0,0,0,"1,707,782",0,"302,247","24,990","2,048,061",NSAs,S76SS0039A
"19,894","92,669",0,0,0,"58,113","33,077","203,753",0,"203,753",0,"-42,338","-42,338","246,091",0,"246,091",0,49,"903,863","157,237","1,061,100",0,"371,821","1,432,921",Apr 2015 - Mar 2016,Received,fy2,Singapore Silat Federation (Persekutuan Silat Singapore) (PERSISI),0,0,12,"557,521",0,Sports,0,0,0,0,0,0,"1,166,310",0,"154,505","107,962","1,428,777",NSAs,S76SS0039A
"29,632","70,773",0,0,0,"6,974","70,665","178,044",0,"178,044",0,"-38,194","-38,194","216,238",0,"216,238",0,49,"216,854","161,515","378,369",0,"733,581","1,111,950",Apr 2014 - Mar 2015,Received,fy3,Singapore Silat Federation (Persekutuan Silat Singapore) (PERSISI),0,0,10,"516,015",0,Sports,"14,026","6,400","20,426",0,0,0,"824,501",0,"207,913","30,650","1,083,490",NSAs,S76SS0039A
"43,953","400,038",0,0,0,0,"1,355","445,346",0,"445,346",0,"420,395","420,395","24,951",0,"24,951",0,49,"159,545","112,435","271,980",0,"302,413","574,393",Apr 2016 - Mar 2017,Received,fy1,SINGAPORE SQUASH RACKETS ASSOCIATION,0,0,7,"251,770","23,681",Sports,0,"82,380","82,380",0,0,0,"268,550",0,"91,156","150,760","592,846",NSAs,S70SS0024H
"13,719","399,767",0,0,0,0,"1,184","414,670",0,"414,670",0,"401,942","401,942","12,728",0,"12,728",0,49,"731,967","89,284","821,251",0,0,"821,251",Apr 2015 - Mar 2016,Received,fy2,SINGAPORE SQUASH RACKETS ASSOCIATION,0,0,5,"260,751","53,504",Sports,0,"62,520","62,520",0,0,0,"312,060",0,"84,915","216,691","676,186",NSAs,S70SS0024H
"3,933","500,359",0,0,0,0,"118,356","622,648",0,"622,648",0,"547,007","547,007","75,641",0,"75,641",0,49,"247,466","64,322","311,788",0,"336,369","648,157",Apr 2014 - Mar 2015,Received,fy3,SINGAPORE SQUASH RACKETS ASSOCIATION,0,0,8,"265,732","4,435",Sports,0,"86,650","86,650",0,0,0,"304,660",0,"84,930","246,680","722,920",NSAs,S70SS0024H
"603,145","2,273,263",0,0,0,"19,604","166,078","3,062,090",0,"3,062,090","678,896","2,338,390","1,659,494","723,700",0,"723,700",0,49,"5,823,821","1,078,480","6,902,301",0,0,"6,902,301",Apr 2016 - Mar 2017,Received,fy1,Singapore Swimming Association,0,21.3,25,"2,048,075","284,484",Sports,0,"463,180","463,180",0,0,0,"5,062,629",0,"180,291","1,201,172","6,907,272",NSAs,S61SS0088B
"152,322","2,050,764",0,0,0,"110,464","199,538","2,513,088",0,"2,513,088","75,792","1,730,315","1,654,523","782,773",0,"782,773","82,682",49,0,0,0,0,"9,901,737","9,901,737",Apr 2015 - Mar 2016,Received,fy2,Singapore Swimming Association,0,0,24,"1,953,151",0,Sports,100,"202,502","202,602",0,0,0,"5,719,873",0,"4,036,144",0,"9,958,619",NSAs,S61SS0088B
"514,181","2,082,353",0,0,0,"60,052","139,874","2,796,460",0,"2,796,460",0,"1,597,641","1,597,641","1,198,819",0,"1,198,819",0,49,0,0,0,0,"6,043,605","6,043,605",Apr 2014 - Mar 2015,Received,fy3,Singapore Swimming Association,0,0,27,"1,544,073",0,Sports,"10,010","6,500","16,510",0,0,0,"5,043,364",0,"1,813,859",0,"6,873,733",NSAs,S61SS0088B
0,"5,405",0,0,0,0,675,"6,080",0,"6,080",0,"5,310","5,310",770,0,770,0,50,"43,504",219,"43,723",0,"2,064","45,787",Apr 2016 - Mar 2017,Received,fy1,DEAF SPORTS ASSOCIATION (SINGAPORE),0,0,0,0,0,Sports,"20,683","14,260","34,943",0,0,0,0,0,300,"1,800","37,043",Non-NSAs,T12SS0228C
0,"13,026",0,0,0,0,"1,349","14,375",0,"14,375",0,"14,054","14,054",321,0,321,0,50,"3,928","11,287","15,215",0,"2,682","17,897",Apr 2015 - Mar 2016,Late,fy2,DEAF SPORTS ASSOCIATION (SINGAPORE),0,0,0,0,0,Sports,"8,737","3,900","12,637",0,0,0,0,0,330,0,"12,967",Non-NSAs,T12SS0228C
0,"19,445",0,0,0,0,0,"19,445",0,"19,445",0,"18,984","18,984",461,0,461,0,50,"28,326",0,"28,326",0,"2,689","31,015",Apr 2014 - Mar 2015,Received,fy3,DEAF SPORTS ASSOCIATION (SINGAPORE),0,0,0,0,0,Sports,"19,365","10,757","30,122",0,0,0,0,0,590,"1,310","32,022",Non-NSAs,T12SS0228C
"2,515","6,354",0,0,0,0,"58,646","67,515",0,"67,515",0,"2,032","2,032","20,058","45,425","65,483",0,50,"203,910",0,"203,910",0,0,"203,910",Jan 2016 - Dec 2016,Received,fy1,FOOTBALLPLUS LTD.,0,0,4,"132,076",0,Sports,"112,979","36,448","149,427",0,0,0,638,0,"2,615","32,085","184,765",Non-NSAs,201329363K
"2,439","10,148",552,0,0,0,"78,468","91,607",0,"91,607",0,"21,177","21,177","16,156","54,274","70,430",0,50,"184,080",0,"184,080",0,"2,000","186,080",Jan 2015 - Dec 2015,Received,fy2,FOOTBALLPLUS LTD.,0,0,4,"118,285",0,Sports,"137,400",-,"137,400",0,-,0,0,0,"1,535","38,529","177,464",Non-NSAs,201329363K
811,"41,944",0,0,0,0,"1,611","44,366",0,"44,366",0,"29,793","29,793","14,573",0,"14,573",-,50,"116,860",0,"116,860",0,"2,000","118,860",Oct 2013 - Dec 2014,Received,fy3,FOOTBALLPLUS LTD.,0,NA,3,"57,757",0,Sports,"96,093",-,"96,093",0,-,0,0,0,0,"52,560","148,653",Non-NSAs,201329363K
0,"2,813",0,0,0,0,0,"2,813",0,"2,813",0,"-4,792","-4,792","7,605",0,"7,605",0,50,"5,441",0,"5,441",0,"6,435","11,876",Apr 2016 - Mar 2017,Received,fy1,Lawn Bowls Association for the Disabled (Singapore),0,0,0,0,0,Sports,"3,344","1,320","4,664",0,0,0,0,0,"1,250",0,"5,914",Non-NSAs,T04SS0110B
"1,338","2,169,398",0,"8,526,167",0,0,0,"10,696,903",0,"10,696,903","8,798,267","10,687,903","1,889,636","9,000",0,"9,000","805,205",50,0,"40,073","40,073",0,"1,486,258","1,526,331",Apr 2016 - Mar 2017,Received,fy1,SINGAPORE OLYMPIC FOUNDATION,0,0,2,"221,892","844,477",Sports,0,"805,205","805,205",0,0,0,0,"193,264","11,528",0,"1,009,997",Non-NSAs,201003786C
